Effect,Subject,Estimate,StdErrPred,DF,tValue,Probt
Intercept,id 406660,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 406739,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 406750,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 406761,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 406840,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 406930,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 406974,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 406985,1.8879,0.5339,5396,3.54,0.0004
Intercept,id 407000,2.9978,0.3407,5396,8.80,<.0001
Intercept,id 407011,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 407088,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 407358,2.2051,0.4359,5396,5.06,<.0001
Intercept,id 407369,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 407380,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 407391,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 407404,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 407415,0.3968,0.8852,5396,0.45,0.6540
Intercept,id 407426,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 407437,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 407448,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 407470,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 407481,1.7506,0.6190,5396,2.83,0.0047
Intercept,id 407505,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 407516,2.3411,0.4386,5396,5.34,<.0001
Intercept,id 407617,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 407628,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 407639,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 407650,1.4455,0.6031,5396,2.40,0.0166
Intercept,id 407661,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 407683,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 407773,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 407795,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 407830,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 407852,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 407896,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 407920,3.2854,0.2992,5396,10.98,<.0001
Intercept,id 407975,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408012,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408023,0.4905,0.9007,5396,0.54,0.5861
Intercept,id 408056,0.3968,0.8852,5396,0.45,0.6540
Intercept,id 408078,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 408102,1.0222,0.7124,5396,1.44,0.1513
Intercept,id 408124,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 408135,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 408168,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408179,1.7506,0.6190,5396,2.83,0.0047
Intercept,id 408190,2.2229,0.4812,5396,4.62,<.0001
Intercept,id 408214,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 408236,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 408247,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 408258,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 408269,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 408280,2.3335,0.4842,5396,4.82,<.0001
Intercept,id 408291,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 408304,-0.1730,1.3522,5396,-0.13,0.8982
Intercept,id 408337,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 408359,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408370,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 408381,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 408594,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 408618,2.8177,0.6879,5396,4.10,<.0001
Intercept,id 408629,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408640,1.1357,0.7221,5396,1.57,0.1158
Intercept,id 408695,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408763,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 408809,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 408842,2.3335,0.4842,5396,4.82,<.0001
Intercept,id 408864,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 408910,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 408921,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 408932,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 408987,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409013,1.5692,0.6095,5396,2.57,0.0101
Intercept,id 409046,2.5129,0.4064,5396,6.18,<.0001
Intercept,id 409068,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 409090,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409125,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409147,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409226,1.7506,0.6190,5396,2.83,0.0047
Intercept,id 409237,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 409281,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 409338,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 409360,-0.3203,1.2746,5396,-0.25,0.8016
Intercept,id 409428,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409461,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 409494,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 409507,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 409529,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 409584,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 409595,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409641,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409674,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409696,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 409742,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 409810,-0.3203,1.2746,5396,-0.25,0.8016
Intercept,id 409843,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409854,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 409898,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 409911,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 409999,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 410005,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410060,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410150,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 410207,1.4455,0.6031,5396,2.40,0.0166
Intercept,id 410251,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 410308,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 410330,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 410396,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 410431,2.7505,0.3808,5396,7.22,<.0001
Intercept,id 410497,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 410565,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 410576,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410587,1.1357,0.7221,5396,1.57,0.1158
Intercept,id 410598,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410600,1.0222,0.7124,5396,1.44,0.1513
Intercept,id 410622,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410633,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410644,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 410655,0.4905,0.9007,5396,0.54,0.5861
Intercept,id 410666,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 410677,1.1357,0.7221,5396,1.57,0.1158
Intercept,id 410699,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 410701,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 410789,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 410846,1.1357,0.7221,5396,1.57,0.1158
Intercept,id 410868,1.5692,0.6095,5396,2.57,0.0101
Intercept,id 410890,1.7506,0.6190,5396,2.83,0.0047
Intercept,id 410903,0.3968,0.8852,5396,0.45,0.6540
Intercept,id 411028,0.4905,0.9007,5396,0.54,0.5861
Intercept,id 411039,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411083,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 411118,-0.6276,1.1483,5396,-0.55,0.5847
Intercept,id 411173,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411195,1.0222,0.7124,5396,1.44,0.1513
Intercept,id 411252,-0.5718,1.1684,5396,-0.49,0.6246
Intercept,id 411331,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411342,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 411364,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 411375,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 411410,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411432,1.7506,0.6190,5396,2.83,0.0047
Intercept,id 411476,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411487,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411498,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411500,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411522,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411533,-0.3203,1.2746,5396,-0.25,0.8016
Intercept,id 411544,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 411555,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411566,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411601,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411713,-0.1804,1.3480,5396,-0.13,0.8935
Intercept,id 411724,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 411735,2.0784,0.5403,5396,3.85,0.0001
Intercept,id 411746,1.9710,0.5364,5396,3.67,0.0002
Intercept,id 411757,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411768,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411779,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 411847,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411869,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 411880,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 411904,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 411948,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 411970,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 412018,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412051,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412073,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412152,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 412163,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412174,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412185,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412220,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 412231,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412253,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412332,1.3288,1.0897,5396,1.22,0.2227
Intercept,id 412343,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412365,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 412376,1.6484,0.6134,5396,2.69,0.0072
Intercept,id 412387,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412398,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412400,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412422,-0.3203,1.2746,5396,-0.25,0.8016
Intercept,id 412433,2.2229,0.4812,5396,4.62,<.0001
Intercept,id 412444,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 412455,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 412466,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412512,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412545,1.9710,0.5364,5396,3.67,0.0002
Intercept,id 412589,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 412624,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 412916,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412927,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 412949,2.7505,0.3808,5396,7.22,<.0001
Intercept,id 412971,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 413052,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 413063,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 413131,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 413175,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 413186,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 413287,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 413298,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 413300,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 413322,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 413445,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 413456,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 413467,1.7506,0.6190,5396,2.83,0.0047
Intercept,id 413478,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 413489,-0.1730,1.3522,5396,-0.13,0.8982
Intercept,id 413502,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 413524,3.5105,0.2704,5396,12.98,<.0001
Intercept,id 413535,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 413603,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 413636,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 413715,2.5412,0.4420,5396,5.75,<.0001
Intercept,id 413726,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 413827,-0.1730,1.3522,5396,-0.13,0.8982
Intercept,id 413838,-0.3028,1.2832,5396,-0.24,0.8135
Intercept,id 413893,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 414020,1.9710,0.5364,5396,3.67,0.0002
Intercept,id 414064,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 414097,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414165,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414200,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414211,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414233,-0.3028,1.2832,5396,-0.24,0.8135
Intercept,id 414345,-0.1804,1.3480,5396,-0.13,0.8935
Intercept,id 414389,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414525,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414547,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 414615,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414637,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 414670,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414681,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 414692,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414705,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414716,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 414727,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414738,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414749,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 414760,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414771,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414782,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414793,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414940,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414951,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414973,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 414995,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415010,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415021,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415032,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415043,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415054,-0.1730,1.3522,5396,-0.13,0.8982
Intercept,id 415065,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415076,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415087,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 415122,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 415177,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415223,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415245,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415256,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 415324,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415368,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415379,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415390,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415403,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415414,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415436,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415491,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 415515,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415559,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 415570,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415616,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 415627,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415660,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415706,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415717,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415728,1.9710,0.5364,5396,3.67,0.0002
Intercept,id 415772,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415783,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415807,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 415829,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415851,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 415873,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 415895,2.8662,0.3824,5396,7.49,<.0001
Intercept,id 415930,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 415941,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 415952,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 416011,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 416033,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416088,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416268,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416303,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416336,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 416391,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416426,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416448,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416470,1.9710,0.5364,5396,3.67,0.0002
Intercept,id 416481,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416505,2.6014,0.4071,5396,6.39,<.0001
Intercept,id 416560,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416571,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 416593,2.0784,0.5403,5396,3.85,0.0001
Intercept,id 416606,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416617,2.0784,0.5403,5396,3.85,0.0001
Intercept,id 416628,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416639,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 416740,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416762,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416773,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416808,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416841,-0.3028,1.2832,5396,-0.24,0.8135
Intercept,id 416852,2.3335,0.4842,5396,4.82,<.0001
Intercept,id 416863,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 416874,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416896,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 416920,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416942,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 416953,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416964,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 416986,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417012,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417023,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417045,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417067,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417113,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 417146,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417157,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417168,-0.3203,1.2746,5396,-0.25,0.8016
Intercept,id 417291,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417326,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417359,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417370,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 417381,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417392,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417416,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417438,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 417449,-0.3028,1.2832,5396,-0.24,0.8135
Intercept,id 417460,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 417482,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417506,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 417550,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417583,2.0784,0.5403,5396,3.85,0.0001
Intercept,id 417629,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 417640,0.6250,0.9244,5396,0.68,0.4990
Intercept,id 417651,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 417684,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417695,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 417820,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 417842,-0.1804,1.3480,5396,-0.13,0.8935
Intercept,id 417853,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417886,-0.5377,1.1813,5396,-0.46,0.6490
Intercept,id 417932,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 417965,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417976,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 417987,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 418046,1.3012,0.7368,5396,1.77,0.0775
Intercept,id 418079,0.5497,0.9108,5396,0.60,0.5462
Intercept,id 418090,1.2081,0.7283,5396,1.66,0.0972
Intercept,id 418114,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418191,2.4988,0.4883,5396,5.12,<.0001
Intercept,id 418237,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418270,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 418281,1.9027,0.6274,5396,3.03,0.0024
Intercept,id 418292,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418305,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418316,1.9027,0.6274,5396,3.03,0.0024
Intercept,id 418349,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418382,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 418393,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 418406,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418439,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 418450,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418472,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418483,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418518,1.4391,0.7499,5396,1.92,0.0550
Intercept,id 418529,2.2386,0.5461,5396,4.10,<.0001
Intercept,id 418595,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418630,-0.4956,1.1977,5396,-0.41,0.6791
Intercept,id 418641,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418674,1.5119,0.7572,5396,2.00,0.0459
Intercept,id 418685,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418696,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418720,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 418764,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418810,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418832,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418876,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418887,2.3238,0.5493,5396,4.23,<.0001
Intercept,id 418900,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418911,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418955,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 418977,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 418988,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 418999,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 419036,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 419047,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419069,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419091,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419104,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419148,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419159,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 419170,1.4391,0.7499,5396,1.92,0.0550
Intercept,id 419181,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419192,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419216,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419227,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419238,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419271,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419282,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419293,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419306,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419407,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419429,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419552,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419563,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419585,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419596,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419609,2.3238,0.5493,5396,4.23,<.0001
